2007;287530508430568
2008;361558037110419
2009;332976484577619
2010;423627422092490
2011;530158122010442
2012;545982375701128
2013;552025140252246
2014;526319673731638
2015;594749285413212
2016;557532320662955
2017;643628393281364
2018;524819892360176
2019;447754683615225
2020;385740508436965
2021;486564085480036
2022;632790070063124
